order_id,order_date,customer_id,region,product_category,product_name,quantity,unit_price,discount
ORD503466,2024-04-08,C102157,South,Home & Kitchen,Ceramic Mug Set,4,34.31,0.0
ORD502352,2024-05-05,C102457,North,Sports & Outdoors,Water Bottle,3,27.45,0.0
ORD504611,2024-05-30,C101600,Central,Electronics,Smart Watch,2,180.87,0.0
ORD500423,2024-03-28,C102162,South,Electronics,Smart Watch,1,191.32,0.0
ORD502999,2024-12-18,C100643,North,Apparel,Baseball Cap,1,22.13,0.0
ORD500139,2024-03-09,C102013,East,Sports & Outdoors,Yoga Mat,3,34.11,0.15
ORD503030,2024-10-14,C101593,South,Apparel,Denim Jacket,4,91.43,0.0
ORD500414,2024-11-06,C100852,Central,Electronics,Wireless Earbuds,1,85.8,0.2
ORD502654,2024-12-15,C101360,West,Home & Kitchen,LED Desk Lamp,4,35.68,0.15
ORD504865,2024-06-10,C100643,North,Sports & Outdoors,Water Bottle,2,26.25,0.0
ORD503975,2024-12-23,C101778,South,Apparel,Cotton T-Shirt,1,21.18,0.0
ORD500609,2024-03-13,C100811,North,Apparel,Denim Jacket,4,86.34,0.0
ORD502946,2024-06-29,C102044,Central,Apparel,Baseball Cap,1,25.71,0.0
ORD504426,2024-07-08,C102586,South,Beauty,Sheet Mask Pack,3,19.14,0.1
ORD504766,2024-09-01,C101663,North,Home & Kitchen,LED Desk Lamp,2,41.93,0.15
ORD503092,2024-10-09,C101327,East,Apparel,Baseball Cap,2,25.18,0.0
ORD501331,2024-05-27,C101862,,Electronics,Bluetooth Speaker,2,56.24,0.0
ORD504777,2024-07-30,C102034,North,Beauty,Face Serum,4,45.31,0.0
ORD501564,2024-09-18,C100883,East,Sports & Outdoors,Water Bottle,2,28.82,0.15
ORD501648,2024-10-06,C101850,North,Electronics,Smart Watch,1,196.86,0.0
ORD504357,2024-11-01,C101479,East,beauty,Face Serum,2,51.47,0.2
ORD500905,2024-10-18,C102062,East,Electronics,Bluetooth Speaker,4,59.41,0.0
ORD500868,2024-10-29,C101044,North,Beauty,Lip Balm Trio,2,14.93,0.0
ORD501335,2024-06-15,C100715,North,Apparel,Cotton T-Shirt,3,22.11,0.0
ORD503179,2024-06-23,C100374,North,Electronics,Bluetooth Speaker,3,58.39,0.15
ORD502966,2024-04-11,C102489,East,Electronics,Bluetooth Speaker,1,56.54,0.0
ORD504778,2024-09-19,C100234,Central,Home & Kitchen,Ceramic Mug Set,4,31.46,0.0
ORD500048,2024-05-26,C100407,West,Home & Kitchen,LED Desk Lamp,3,45.34,0.15
ORD502292,2024-05-07,C100571,Central,Apparel,Running Socks,1,14.79,0.0
ORD502878,2024-05-01,C100156,South,Beauty,Shampoo Bar,3,11.3,0.0
ORD500156,2024-06-11,C101208,South,Beauty,Sheet Mask Pack,4,21.88,0.0
ORD501634,2024-09-11,C102213,East,Home & Kitchen,Cast Iron Pan,4,56.46,0.0
ORD505092,2024-07-24,C102213,East,Sports & Outdoors,Camping Lantern,2,48.54,0.0
ORD501767,2024-04-10,C102382,North,Electronics,Smart Watch,2,188.08,0.0
ORD504435,2024-04-07,C101547,West,Home & Kitchen,Storage Containers,1,34.32,0.0
ORD504040,2024-01-07,C101599,South,Home & Kitchen,Storage Containers,1,27.35,0.1
ORD500492,2024-03-08,C102442,North,Electronics,Smart Watch,1,179.76,0.0
ORD501465,2024-09-02,C102122,South,Electronics,USB-C Charger,4,23.43,0.1
ORD502796,2024-09-28,C100911,Central,Home & Kitchen,Storage Containers,2,29.49,0.0
ORD500721,2024-06-03,C101005,South,Home & Kitchen,Cast Iron Pan,1,48.21,0.0
ORD501122,2024-04-28,C101965,North,Home & Kitchen,LED Desk Lamp,3,36.51,0.0
ORD500100,2024-12-05,C101600,Central,Home & Kitchen,Cast Iron Pan,4,57.18,0.15
ORD501010,2024-01-18,C100134,East,Apparel,Cotton T-Shirt,1,22.3,0.0
ORD503110,2024-09-24,C101364,East,Apparel,Cotton T-Shirt,4,24.49,0.0
ORD504673,2024-04-27,C100601,West,Electronics,USB-C Charger,1,22.74,0.0
ORD500940,2024-03-10,C101575,North,Apparel,Running Socks,3,15.54,0.0
ORD501328,2024-07-02,C101661,West,Apparel,Denim Jacket,1,81.59,0.0
ORD501971,2024-11-12,C101263,Central,Apparel,Denim Jacket,1,90.3,0.25
ORD504320,2024-11-18,C100287,South,Apparel,Denim Jacket,3,87.88,0.0
ORD503866,2024-02-15,C100570,South,Home & Kitchen,Storage Containers,2,25.69,0.0
ORD505131,2024-07-05,C100081,South,Home & Kitchen,LED Desk Lamp,2,38.0,0.0
ORD500513,2024-08-20,C100535,North,Apparel,Running Socks,4,15.26,0.1
ORD504515,2024-11-19,C101549,South,Beauty,Shampoo Bar,3,13.15,0.0
ORD501145,2024-04-04,C100008,North,Home & Kitchen,Cast Iron Pan,4,54.88,0.1
ORD501686,2024-09-08,C100085,North,Home & Kitchen,Ceramic Mug Set,1,35.08,0.0
ORD500644,2024-05-05,C101066,,Sports & Outdoors,Resistance Bands,3,27.78,0.0
ORD502160,2024-11-04,C102414,East,Apparel,Hoodie,3,54.59,0.15
ORD504306,2024-02-28,C100677,East,Sports & Outdoors,Camping Lantern,2,42.16,0.1
ORD500214,2024-08-31,C100244,East,APPAREL,Denim Jacket,1,83.66,0.0
ORD502345,2024-12-08,C100722,North,Electronics,Bluetooth Speaker,3,61.03,0.0
ORD500087,2024-11-05,C100522,North,Beauty,Shampoo Bar,2,12.2,0.0
ORD502043,2024-11-13,C101273,East,Electronics,USB-C Charger,3,24.06,0.1
ORD501592,2024-04-12,C100901,South,Apparel,Hoodie,3,45.22,0.0
ORD504832,2024-01-18,C100285,South,Sports & Outdoors,Water Bottle,4,26.01,0.0
ORD503364,2024-06-22,C101042,West,Electronics,Wireless Earbuds,1,85.71,0.15
ORD503058,2024-01-31,C101365,East,Beauty,Hand Cream,1,17.44,0.2
ORD504822,2024-10-18,C102405,South,Sports & Outdoors,Resistance Bands,1,29.9,0.15
ORD502219,2024-11-09,C100361,North,Electronics,Bluetooth Speaker,3,61.67,0.0
ORD504424,2024-02-16,C102167,East,Home & Kitchen,Ceramic Mug Set,1,33.64,0.0
ORD501381,2024-02-18,C101203,West,Sports & Outdoors,Resistance Bands,1,31.96,0.0
ORD501806,2024-10-06,C102220,South,Sports & Outdoors,Resistance Bands,3,34.15,0.0
ORD500075,2024-04-29,C102472,West,Apparel,Baseball Cap,1,27.2,0.0
ORD504654,2024-02-22,C101100,North,Apparel,Hoodie,1,56.44,0.0
ORD501291,2024-06-09,C101683,South,Electronics,Laptop Stand,4,36.63,0.0
ORD502903,2024-12-26,C100750,South,Home & Kitchen,Storage Containers,3,29.26,0.0
ORD503192,2024-12-21,C102462,North,Apparel,Running Socks,1,13.82,0.1
ORD502289,2024-04-07,C100374,North,Home & Kitchen,Ceramic Mug Set,3,32.5,0.0
ORD504904,2024-12-07,C100739,South,Apparel,Denim Jacket,3,100.92,0.0
ORD501163,2024-06-15,C102544,East,Electronics,Wireless Earbuds,1,85.25,0.0
ORD503748,2024-12-06,C100226,North,Home & Kitchen,Chef's Knife,3,72.66,0.15
ORD504585,2024-01-18,C102548,South,  Home & Kitchen ,Chef's Knife,3,68.62,0.2
ORD504684,2024-09-23,C100763,North,Electronics,USB-C Charger,3,26.52,0.0
ORD504629,2024-12-08,C102019,South,Electronics,Wireless Earbuds,1,74.83,0.0
ORD501732,2024-11-01,C100370,West,Electronics,Laptop Stand,4,43.0,0.0
ORD502194,2024-02-24,C102442,North,Electronics,Laptop Stand,1,41.62,0.0
ORD503514,2024-12-01,C102526,Central,  Beauty ,Hand Cream,1,19.12,0.0
ORD501625,2024-09-21,C101575,North,Apparel,Baseball Cap,2,24.43,0.0
ORD500909,2024-06-29,C102487,West,Electronics,Bluetooth Speaker,1,57.76,0.0
ORD504555,2024-12-05,C100883,East,Sports & Outdoors,Water Bottle,4,24.79,0.15
ORD504227,2024-12-19,C100221,East,Beauty,Hand Cream,1,17.23,0.0
ORD503106,2024-06-27,C100835,East,Home & Kitchen,Ceramic Mug Set,3,34.01,0.0
ORD501844,2024-05-22,C101663,North,Beauty,Sheet Mask Pack,2,20.59,0.0
ORD503669,2024-12-23,C101447,East,Home & Kitchen,Chef's Knife,2,63.61,0.2
ORD503547,2024-12-30,C101116,North,Electronics,Bluetooth Speaker,2,56.46,0.15
ORD504177,2024-12-20,C101809,North,Sports & Outdoors,Water Bottle,1,26.46,0.15
ORD502932,2024-09-20,C100342,West,Electronics,Wireless Earbuds,3,82.21,0.2
ORD503018,2024-06-14,C100637,West,Electronics,Smart Watch,2,192.84,0.1
ORD502717,2024-12-08,C102387,North,Electronics,USB-C Charger,4,25.82,0.1
ORD504643,2024-11-13,C100583,South,Electronics,Smart Watch,4,192.45,0.1
ORD501955,2024-03-28,C100446,Central,Electronics,Bluetooth Speaker,1,60.39,0.0
ORD504985,2024-12-16,C100643,North,Electronics,Bluetooth Speaker,1,69.25,0.2
ORD501536,2024-06-20,C101302,West,Sports & Outdoors,Resistance Bands,2,31.67,0.0
ORD502993,2024-04-18,C102022,North,Electronics,USB-C Charger,1,26.25,0.1
ORD500002,2024-05-19,C100964,Central,Apparel,Baseball Cap,2,23.46,0.15
ORD502917,2024-11-06,C101123,North,Beauty,Hand Cream,2,18.53,0.1
ORD504297,2024-03-07,C101353,South,Electronics,Smart Watch,1,175.58,0.0
ORD503507,2024-12-24,C100731,North,Beauty,Hand Cream,2,17.52,0.0
ORD501090,2024-04-28,C101769,West,Apparel,Baseball Cap,1,21.89,0.1
ORD500653,2024-11-11,C100912,Central,Apparel,Denim Jacket,2,89.99,0.0
ORD501749,2024-10-26,C102209,North,Electronics,Bluetooth Speaker,0,58.06,0.0
ORD504520,2024-08-07,C102196,North,Electronics,Laptop Stand,3,41.17,0.0
ORD500785,2024-07-31,C101326,South,Home & Kitchen,Chef's Knife,4,71.47,0.0
ORD504716,2024-04-30,C101147,West,Apparel,Hoodie,2,48.55,0.0
ORD500037,2024-09-15,C100130,North,Sports & Outdoors,Yoga Mat,1,35.38,0.0
ORD504612,2024-11-22,C101421,East,Home & Kitchen,Storage Containers,1,30.6,0.0
ORD500744,2024-11-12,C102059,North,Beauty,Lip Balm Trio,4,16.96,0.0
ORD501414,2024-01-18,C100111,North,Beauty,Shampoo Bar,2,10.9,0.0
ORD500964,2024-07-10,C100197,Central,Electronics,Wireless Earbuds,1,74.27,0.0
ORD500541,2024-10-29,C100301,North,Apparel,Baseball Cap,0,25.14,0.0
ORD501447,2024-11-29,C102167,East,Beauty,Sheet Mask Pack,1,20.71,0.2
ORD500533,2024-12-10,C101931,East,Electronics,Smart Watch,1,197.21,0.15
ORD502082,2024-05-23,C102156,North,Sports & Outdoors,Yoga Mat,1,39.71,0.0
ORD503503,2024-12-28,C101752,Central,Apparel,Baseball Cap,2,26.5,0.15
ORD503321,2024-06-01,C101767,North,Home & Kitchen,Cast Iron Pan,1,50.22,0.0
ORD501884,2024-10-30,C102368,South,Apparel,Denim Jacket,-2,83.65,0.0
ORD504843,2024-12-19,C102123,North,Apparel,Cotton T-Shirt,2,20.69,0.0
ORD502281,2024-05-10,C100203,North,beauty,Sheet Mask Pack,4,23.22,0.15
ORD500886,2024-11-17,C100132,East,Electronics,Smart Watch,1,182.85,0.15
ORD501181,2024-03-12,C100450,North,Electronics,Wireless Earbuds,1,78.03,0.1
ORD503592,2024-12-05,C101302,West,Home & Kitchen,Cast Iron Pan,4,54.08,0.0
ORD500495,2024-01-26,C102561,West,Sports & Outdoors,Water Bottle,1,28.32,0.0
ORD503672,2024-04-06,C101529,South,Beauty,Shampoo Bar,4,11.98,0.0
ORD501391,2024-06-07,C100783,East,Electronics,USB-C Charger,1,25.29,0.0
ORD500362,2024-11-01,C101733,South,BEAUTY,Face Serum,2,48.2,0.1
ORD501128,2024-05-15,C102308,East,Home & Kitchen,Cast Iron Pan,3,55.1,0.0
ORD505012,2024-11-03,C100783,East,Sports & Outdoors,Trekking Poles,1,71.16,0.25
ORD501193,2024-10-28,C101663,,Beauty,Lip Balm Trio,2,17.06,0.0
ORD504796,2024-12-05,C100760,West,Beauty,Hand Cream,1,18.81,0.1
ORD502880,2024-09-12,C100396,West,Beauty,Hand Cream,1,16.52,0.0
ORD501032,2024-11-17,C100032,South,Electronics,Bluetooth Speaker,1,60.63,0.1
ORD502063,2024-06-30,C100026,East,Sports & Outdoors,Trekking Poles,2,70.85,0.0
ORD501283,2024-08-25,C100382,West,Home & Kitchen,Storage Containers,2,29.49,0.0
ORD500662,2024-11-20,C100897,North,Apparel,Cotton T-Shirt,1,20.97,0.1
ORD501297,2024-05-28,C101191,,Apparel,Cotton T-Shirt,4,22.9,0.1
ORD503783,2024-06-21,C101040,North,Electronics,Smart Watch,4,184.33,0.1
ORD504381,2024-07-29,C100421,North,Apparel,Baseball Cap,1,23.71,0.0
ORD502271,2024-12-23,C102579,Central,Apparel,Baseball Cap,1,24.69,0.0
ORD500070,2024-05-30,C100396,West,Beauty,Lip Balm Trio,2,16.53,0.2
ORD504675,2024-10-21,C101042,West,Electronics,Wireless Earbuds,1,82.95,0.0
ORD502410,2024-07-16,C100911,Central,Home & Kitchen,Cast Iron Pan,1,55.68,0.0
ORD502957,2024-11-12,C102009,West,Beauty,Lip Balm Trio,2,15.55,0.0
ORD500578,2024-04-26,C101865,Central,Sports & Outdoors,Resistance Bands,1,28.48,0.15
ORD503263,2024-10-17,C101681,West,Apparel,Baseball Cap,1,25.12,0.1
ORD501242,2024-12-18,C101306,East,home & kitchen,Chef's Knife,4,65.55,0.1
ORD500361,2024-09-13,C101649,West,Sports & Outdoors,Trekking Poles,1,74.16,0.0
ORD502933,2024-04-04,C100988,South,Home & Kitchen,Storage Containers,2,28.42,0.0
ORD502930,2024-12-10,C100165,South,Electronics,Bluetooth Speaker,2,63.58,0.15
ORD503602,2024-02-13,C102487,West,Sports & Outdoors,Resistance Bands,1,30.33,0.0
ORD502995,2024-08-28,C101203,West,Apparel,Denim Jacket,2,82.71,0.0
ORD504909,2024-03-26,C100811,North,BEAUTY,Lip Balm Trio,3,15.8,0.0
ORD504564,2024-07-11,C101676,West,Home & Kitchen,Ceramic Mug Set,1,33.68,0.0
ORD502035,2024-09-27,C100529,South,Home & Kitchen,Cast Iron Pan,1,51.93,0.1
ORD503222,2024-12-18,C101290,East,Apparel,Running Socks,1,13.02,0.0
ORD502120,2024-02-27,C101616,North,Apparel,Cotton T-Shirt,1,20.68,0.0
ORD501175,2024-09-01,C102522,South,Sports & Outdoors,Water Bottle,1,26.17,0.0
ORD502254,2024-06-01,C101005,South,Apparel,Hoodie,1,45.59,0.1
ORD501949,2024-09-11,C102442,North,Apparel,Running Socks,2,14.58,0.0
ORD503837,2024-08-08,C101667,North,Electronics,Laptop Stand,1,42.49,0.0
ORD504342,2024-08-02,C101301,East,Apparel,Running Socks,2,14.02,0.0
ORD503747,2024-10-13,C101306,East,Electronics,Smart Watch,2,192.91,0.0
ORD503414,2024-11-10,C101981,South,Electronics,Bluetooth Speaker,1,64.14,0.1
ORD503938,2024-07-07,C102297,North,Sports & Outdoors,Camping Lantern,3,41.9,0.0
ORD500009,2024-11-30,C102123,North,Apparel,Denim Jacket,2,91.41,0.0
ORD504298,2024-01-28,C101416,East,Sports & Outdoors,Resistance Bands,3,32.92,0.0
ORD500405,2024-11-23,C102530,West,Electronics,Wireless Earbuds,1,78.05,0.0
ORD500873,2024-03-26,C101193,Central,Sports & Outdoors,Water Bottle,1,25.4,0.0
ORD505196,2024-12-25,C102509,West,HOME & KITCHEN,Cast Iron Pan,1,63.46,0.0
ORD503043,2024-10-06,C101986,South,Electronics,Bluetooth Speaker,1,59.54,0.0
ORD503865,2024-09-29,C100469,East,Apparel,Running Socks,1,12.82,0.0
ORD501146,2024-01-09,C100203,North,SPORTS & OUTDOORS,Camping Lantern,3,47.02,0.0
ORD503668,2024-03-07,C102155,Central,Beauty,Shampoo Bar,3,13.4,0.0
ORD502943,2024-05-21,C101556,Central,Apparel,Baseball Cap,2,24.63,0.0
ORD500855,2024-01-01,C100600,East,Apparel,Baseball Cap,1,22.38,0.0
ORD500445,2024-09-16,C102388,West,Sports & Outdoors,Yoga Mat,4,38.55,0.0
ORD503932,2024-08-27,C101667,North,Home & Kitchen,LED Desk Lamp,1,39.08,0.0
ORD503369,2024-09-25,C102128,North,beauty,Lip Balm Trio,2,14.9,0.0
ORD500284,2024-10-08,C101060,Central,electronics,Laptop Stand,2,39.28,0.0
ORD501262,2024-05-09,C101134,Central,Sports & Outdoors,Camping Lantern,2,38.93,0.0
ORD504446,2024-11-19,C100620,West,Sports & Outdoors,Camping Lantern,1,44.64,0.0
ORD502920,2024-06-17,C101674,West,Home & Kitchen,LED Desk Lamp,1,40.68,0.0
ORD501820,2024-09-23,C101600,Central,Sports & Outdoors,Resistance Bands,2,34.09,0.0
ORD502786,2024-06-14,C101927,West,Electronics,USB-C Charger,1,24.89,0.0
ORD503955,2024-03-15,C100509,North,Apparel,Hoodie,1,46.21,0.0
ORD504195,2024-12-25,C100607,North,Home & Kitchen,Ceramic Mug Set,1,32.12,0.15
ORD502077,2024-05-02,C101396,East,Beauty,Lip Balm Trio,3,14.77,0.0
ORD502757,2024-04-24,C101681,West,Electronics,USB-C Charger,4,22.52,0.0
ORD504548,2024-09-22,C102069,East,Electronics,Bluetooth Speaker,1,64.43,0.0
ORD501144,2024-09-29,C100234,Central,Apparel,Baseball Cap,3,24.07,0.1
ORD502633,2024-02-05,C100438,West,Home & Kitchen,Chef's Knife,1,73.01,0.0
ORD502163,2024-03-15,C100673,West,Home & Kitchen,Chef's Knife,1,60.28,0.0
ORD502652,2024-12-05,C101370,North,  Electronics ,Wireless Earbuds,2,76.27,0.2
ORD502858,2024-10-23,C101971,Central,Sports & Outdoors,Resistance Bands,2,34.16,0.0
ORD500498,2024-11-03,C102493,Central,Apparel,Hoodie,2,45.38,0.2
ORD504905,2024-03-09,C100740,North,Sports & Outdoors,Resistance Bands,1,31.5,0.1
ORD501919,2024-05-30,C100800,,home & kitchen,Storage Containers,1,30.75,0.0
ORD502584,2024-04-05,C102542,South,SPORTS & OUTDOORS,Water Bottle,3,27.29,0.0
ORD501218,2024-12-02,C102216,North,Apparel,Running Socks,2,14.72,0.15
ORD501837,2024-04-21,C101134,Central,Sports & Outdoors,Trekking Poles,3,66.28,0.0
ORD504714,2024-02-20,C101420,West,Apparel,Baseball Cap,1,22.98,0.0
ORD503085,2024-01-25,C100679,South,Home & Kitchen,Chef's Knife,2,61.98,0.0
ORD502904,2024-03-31,C101688,East,Beauty,Face Serum,2,46.04,0.0
ORD501841,2024-01-22,C100944,East,Apparel,Baseball Cap,4,24.54,0.1
ORD504012,2024-11-29,C101121,North,Apparel,Running Socks,4,14.88,0.1
ORD503597,2024-06-12,C100503,East,Apparel,Running Socks,2,14.8,0.0
ORD505061,2024-01-02,C101686,East,Apparel,Hoodie,1,55.31,0.0
ORD500190,2024-12-16,C100853,Central,Sports & Outdoors,Trekking Poles,4,73.29,0.0
ORD500740,2024-01-30,C100297,West,Apparel,Denim Jacket,3,88.0,0.0
ORD504374,2024-09-14,C101322,North,Electronics,Wireless Earbuds,1,88.32,0.0
ORD502199,2024-12-10,C101766,Central,Apparel,Denim Jacket,1,90.48,0.0
ORD501382,2024-02-04,C101945,Central,Electronics,Bluetooth Speaker,2,63.2,0.2
ORD503212,2024-11-14,C101224,North,electronics,Smart Watch,1,169.3,0.2
ORD500486,2024-01-18,C100962,North,Electronics,Smart Watch,1,194.28,0.0
ORD503808,2024-10-05,C102247,West,Home & Kitchen,LED Desk Lamp,1,42.31,0.0
ORD504824,2024-03-15,C101968,East,Apparel,Cotton T-Shirt,2,24.23,0.1
ORD503966,2024-02-01,C100866,Central,Beauty,Sheet Mask Pack,4,19.81,0.0
ORD505086,2024-04-24,C101757,Central,Apparel,Denim Jacket,3,86.32,0.0
ORD503815,2024-05-22,C101066,South,HOME & KITCHEN,Storage Containers,3,29.42,0.0
ORD502862,2024-06-26,C102327,North,Electronics,Bluetooth Speaker,4,63.82,0.0
ORD500208,2024-12-19,C100722,North,Electronics,Bluetooth Speaker,1,56.37,0.1
ORD502675,2024-09-19,C102085,South,  Apparel ,Denim Jacket,1,89.8,0.0
ORD502379,2024-10-21,C100548,West,Home & Kitchen,LED Desk Lamp,4,37.64,0.0
ORD502253,2024-10-08,C101848,South,Home & Kitchen,Chef's Knife,2,69.0,0.0
ORD504025,2024-02-08,C100234,Central,Home & Kitchen,Chef's Knife,3,68.01,0.0
ORD500150,2024-10-30,C101480,East,Electronics,USB-C Charger,1,26.62,0.0
ORD500022,2024-11-12,C100322,South,Sports & Outdoors,Camping Lantern,1,43.98,0.15
ORD501990,2024-08-15,C101326,South,Electronics,Wireless Earbuds,2,85.88,0.0
ORD503122,2024-12-25,C101186,South,Apparel,Baseball Cap,2,22.26,0.0
ORD501700,2024-02-16,C100187,North,Beauty,Shampoo Bar,1,13.86,0.0
ORD504984,2024-01-19,C102374,South,Apparel,Baseball Cap,1,23.15,0.0
ORD504293,2024-09-26,C102261,Central,Electronics,Laptop Stand,1,43.98,0.0
ORD503557,2024-06-17,C100601,West,Electronics,USB-C Charger,4,23.81,0.0
ORD504116,2024-07-15,C101970,South,Beauty,Face Serum,4,45.18,0.0
ORD502610,2024-08-17,C100034,East,Electronics,Smart Watch,2,178.79,0.0
ORD503383,2024-04-18,C100508,East,Home & Kitchen,LED Desk Lamp,2,38.43,0.0
ORD501420,2024-04-08,C100769,West,Sports & Outdoors,Yoga Mat,1,40.17,0.0
ORD504355,2024-10-28,C100898,North,Apparel,Cotton T-Shirt,3,21.08,0.15
ORD502989,2024-11-24,C101347,South,Electronics,Smart Watch,3,189.96,0.15
ORD502919,2024-01-17,C100050,North,sports & outdoors,Trekking Poles,2,72.74,0.0
ORD502261,2024-04-11,C100314,South,Home & Kitchen,Ceramic Mug Set,1,35.11,0.0
ORD503806,2024-04-05,C102348,North,Home & Kitchen,Chef's Knife,3,65.44,0.0
ORD504130,2024-11-03,C100340,North,Beauty,Shampoo Bar,3,13.17,0.0
ORD504593,2024-09-15,C102077,North,Home & Kitchen,LED Desk Lamp,1,38.62,0.0
ORD500939,2024-03-25,C100433,West,Electronics,Wireless Earbuds,3,83.18,0.1
ORD503449,2024-10-25,C100261,West,Apparel,Denim Jacket,1,89.44,0.0
ORD502558,2024-05-15,C101559,Central,Electronics,Laptop Stand,3,37.31,0.0
ORD504941,2024-08-29,C102281,North,Apparel,Baseball Cap,4,23.02,0.0
ORD502708,2024-08-10,C102163,East,Sports & Outdoors,Camping Lantern,3,49.64,0.2
ORD504994,2024-06-07,C100899,East,Electronics,Smart Watch,2,224.79,0.1
ORD503215,2024-11-18,C100163,North,  Apparel ,Cotton T-Shirt,1,23.65,0.0
ORD502154,2024-07-14,C100677,East,Home & Kitchen,LED Desk Lamp,1,39.12,0.15
ORD503452,2024-03-28,C100170,South,Apparel,Baseball Cap,2,22.7,0.0
ORD505057,2024-08-10,C101600,Central,Home & Kitchen,Chef's Knife,3,71.23,0.0
ORD504516,2024-03-23,C100052,West,Electronics,Wireless Earbuds,4,78.64,0.1
ORD503538,2024-03-02,C101693,West,Home & Kitchen,LED Desk Lamp,3,40.29,0.0
ORD500420,2024-06-26,C102282,South,Beauty,Sheet Mask Pack,2,19.22,0.0
ORD500761,2024-12-02,C100600,East,Electronics,Smart Watch,1,223.25,0.0
ORD502406,2024-12-30,C102311,North,Apparel,Cotton T-Shirt,2,22.97,0.2
ORD503130,2024-01-30,C102021,North,Home & Kitchen,Storage Containers,1,27.61,0.1
ORD503028,2024-07-13,C102082,West,Apparel,Denim Jacket,3,79.55,0.0
ORD502852,2024-09-03,C100796,,Apparel,Hoodie,-1,46.8,0.15
ORD500340,2024-08-20,C101392,North,Electronics,USB-C Charger,1,25.08,0.0
ORD504070,2024-10-02,C102346,Central,Apparel,Running Socks,1,12.9,0.0
ORD501422,2024-12-18,C102541,East,Apparel,Baseball Cap,-1,23.02,0.0
ORD502705,2024-01-21,C100557,East,Home & Kitchen,Chef's Knife,3,64.84,0.0
ORD500884,2024-12-13,C101060,Central,Electronics,USB-C Charger,2,25.49,0.0
ORD501640,2024-07-21,C101562,Central,Sports & Outdoors,Camping Lantern,3,41.45,0.1
ORD503626,2024-11-12,C101236,North,Electronics,Smart Watch,2,199.04,0.2
ORD505146,2024-08-02,C100375,North,Apparel,Baseball Cap,3,26.26,0.2
ORD500392,2024-12-11,C101603,West,Sports & Outdoors,Trekking Poles,2,83.0,0.25
ORD504363,2024-05-31,C100249,East,Electronics,Smart Watch,1,192.07,0.15
ORD502506,2024-01-26,C100156,South,  Beauty ,Lip Balm Trio,1,17.44,0.0
ORD504006,2024-02-01,C100809,Central,Electronics,USB-C Charger,2,25.89,0.0
ORD502323,2024-12-31,C101975,North,Home & Kitchen,Cast Iron Pan,1,55.12,0.0
ORD500098,2024-03-08,C102057,East,Home & Kitchen,Chef's Knife,1,64.05,0.0
ORD500890,2024-06-27,C101153,North,Beauty,Face Serum,1,44.65,0.0
ORD501170,2024-09-10,C101211,West,Sports & Outdoors,Yoga Mat,3,36.67,0.0
ORD504889,2024-05-23,C101856,North,Apparel,Running Socks,4,11.66,0.0
ORD501039,2024-03-15,C101570,South,Apparel,Baseball Cap,3,23.28,0.15
ORD500004,2024-12-13,C101176,East,Electronics,USB-C Charger,2,23.9,0.15
ORD504861,2024-05-09,C100771,East,Beauty,Shampoo Bar,1,11.67,0.0
ORD502443,2024-07-14,C101766,,Home & Kitchen,Chef's Knife,2,75.12,0.0
ORD501153,2024-03-31,C100370,West,ELECTRONICS,USB-C Charger,2,26.32,0.0
ORD503406,2024-02-02,C100903,,Apparel,Hoodie,1,51.78,0.0
ORD501062,2024-11-27,C100197,Central,Sports & Outdoors,Resistance Bands,3,34.62,0.0
ORD501727,2024-04-21,C100339,Central,Home & Kitchen,Cast Iron Pan,1,,0.0
ORD501544,2024-06-28,C101930,West,Sports & Outdoors,Camping Lantern,2,45.95,0.0
ORD502882,2024-04-21,C102099,North,Electronics,USB-C Charger,1,26.65,0.0
ORD504863,2024-12-20,C100256,West,Electronics,Wireless Earbuds,2,76.26,0.0
ORD502532,2024-04-16,C102261,Central,Electronics,Bluetooth Speaker,1,61.96,0.0
ORD500670,2024-04-25,C101983,South,Beauty,Face Serum,2,47.59,0.0
ORD500713,2024-05-25,C101766,Central,Home & Kitchen,LED Desk Lamp,3,37.4,0.0
ORD502397,2024-12-30,C102240,South,Electronics,Laptop Stand,1,41.05,0.25
ORD504699,2024-12-26,C100924,North,Electronics,Laptop Stand,1,40.64,0.0
ORD501281,2024-11-26,C102311,North,Beauty,Lip Balm Trio,1,16.13,0.2
ORD501196,2024-04-09,C101949,Central,Beauty,Hand Cream,1,17.81,0.0
ORD500416,2024-12-01,C100273,East,Electronics,Laptop Stand,1,45.04,0.15
ORD503256,2024-09-17,C101315,West,Sports & Outdoors,Yoga Mat,4,39.26,0.0
ORD501682,2024-10-28,C101036,South,Apparel,Hoodie,1,44.6,0.0
ORD502434,2024-02-23,C102009,West,Beauty,Sheet Mask Pack,1,18.66,0.2
ORD501546,2024-03-18,C102469,South,Beauty,Lip Balm Trio,2,16.52,0.0
ORD502559,2024-04-20,C100288,East,Sports & Outdoors,Yoga Mat,1,35.64,0.0
ORD501714,2024-11-13,C100841,West,Beauty,Lip Balm Trio,1,15.2,0.15
ORD503084,2024-01-12,C100806,West,Electronics,Laptop Stand,1,44.54,0.0
ORD503513,2024-11-15,C102427,West,  Electronics ,Smart Watch,1,200.35,0.0
ORD504067,2024-01-23,C100242,North,Electronics,USB-C Charger,2,22.61,0.1
ORD504349,2024-04-12,C100029,West,Apparel,Baseball Cap,2,21.52,0.0
